ID,A,B,NEITHER
development-104,0.559392886918833,0.28605429799486143,0.15455281508630553
development-105,0.3801403626531081,0.512809527612679,0.10705010973421294
development-106,0.3785600700896753,0.5204193372923939,0.10102059261793093
development-107,0.4060223665251211,0.479432192748718,0.11454544072616081
development-108,0.3731385162066082,0.5247692248317063,0.10209225896168542
development-109,0.38362891123762816,0.5151696851365847,0.10120140362578725
development-110,0.4162459749169445,0.474883753786904,0.10887027129615155
development-111,0.7970562927049424,0.1924174554990797,0.010526251795977886
development-112,0.9992420663357042,0.0007579336043633907,5.993233308785873e-11
development-113,0.3715458566892778,0.522565976558327,0.10588816675239512
development-114,0.4074518839600591,0.4911750496436501,0.1013730663962907
development-115,0.34593875759801584,0.5654744658139,0.08858677658808402
development-116,0.31319490368691466,0.6102374639881746,0.07656763232491079
development-117,0.4056391824331112,0.4932532465435063,0.10110757102338251
development-118,0.35237105685708914,0.5570103570107582,0.09061858613215279
development-119,0.5328604635119736,0.30190596519326673,0.16523357129475963
development-120,0.5411455452573886,0.29605354175458093,0.16280091298803043
development-121,0.42712773992755676,0.48679528048402704,0.08607697958841613
development-122,0.5222912249309619,0.30351481694917054,0.17419395811986751
development-123,0.36232931170593957,0.5381823777316396,0.09948831056242101
development-124,0.3662292078357104,0.5569555246693804,0.07681526749490927
development-125,0.4158395792684063,0.4794180537602834,0.10474236697131026
development-126,0.33051166468440824,0.6021001219238474,0.0673882133917444
development-127,0.4210622924305094,0.492076166960189,0.08686154060930154
development-128,0.3756657797169184,0.5127838066318662,0.11155041365121529
development-129,0.4327633063682079,0.4510391662325092,0.11619752739928287
development-130,0.3774645119253609,0.5190305914827823,0.10350489659185681
development-131,0.3838782920012625,0.533005000121691,0.08311670787704656
development-132,0.5236542633596125,0.30574332385547504,0.1706024127849124
development-133,0.4108867618692021,0.48046296036966346,0.1086502777611345
development-134,0.4029570339899619,0.49317698448319935,0.10386598152683882
development-135,0.39652489343627867,0.38408080857275906,0.2193942979909623
development-136,0.5669146435575018,0.28206462010671834,0.15102073633577978
development-137,0.40753566435400623,0.49162526158597025,0.1008390740600235
development-138,0.36497466387837824,0.5673734149527364,0.06765192116888542
development-139,0.3474593888686797,0.5605454518910926,0.0919951592402277
development-140,0.3577446908271466,0.5545727669192377,0.08768254225361558
development-141,0.42465077405088203,0.38641885185255476,0.1889303740965633
development-142,0.5344985547297618,0.3009547496409068,0.16454669562933139
development-143,0.7422119442941032,0.2500093216347172,0.007778734071179489
development-144,0.34255669441844533,0.5735356689526241,0.08390763662893064
development-145,0.4280977294412217,0.4302724543355977,0.14162981622318063
development-146,0.4781179762172636,0.3299097876947772,0.1919722360879593
development-147,0.3490155061385086,0.5796975099281918,0.07128698393329956
development-148,0.3593658993537232,0.54384046366142,0.09679363698485675
development-149,0.3685635133070865,0.5635403617835912,0.06789612490932229
development-150,0.47941007511936234,0.38246185036694813,0.13812807451368958
development-151,0.4427745292374797,0.46289178427519495,0.09433368648732539
development-152,0.411984624081107,0.4810744068057514,0.10694096911314176
development-153,0.48791557668332763,0.3092044309353748,0.20287999238129756
development-154,0.35166558759391514,0.5379194960835048,0.11041491632258009
development-155,0.42105459212884033,0.4535552342368687,0.12539017363429097
development-156,0.5438060139908943,0.291862364101488,0.16433162190761755
development-157,0.38631967668096673,0.49299921570709887,0.1206811076119345
development-158,0.40703521905146667,0.5386686764205071,0.05429610452802621
development-159,0.3687341902918924,0.5421082409275345,0.08915756878057296
development-160,0.4457759948758846,0.4387527483475765,0.11547125677653905
development-161,0.41750339089739036,0.4682538522585877,0.11424275684402209
development-162,0.40007021235877216,0.3836119719129452,0.21631781572828263
development-163,0.37783088128322756,0.5400556157098249,0.08211350300694757
development-164,0.40970537978722243,0.5127082503867347,0.07758636982604279
development-165,0.5174015933964258,0.30777528295138695,0.17482312365218736
development-166,0.36679702394646646,0.5674170901510613,0.06578588590247217
development-167,0.4147482564743835,0.48761636708047407,0.09763537644514252
development-168,0.4140180118408422,0.481386490119466,0.10459549803969188
development-169,0.3596940817639713,0.5347630486197716,0.105542869616257
development-170,0.3689703896642117,0.5453797316077706,0.08564987872801774
development-171,0.401201762460106,0.49994692240680527,0.09885131513308869
development-172,0.43469544184163206,0.44657526169227096,0.11872929646609685
development-173,0.35236472548375997,0.56747082404226,0.08016445047398002
development-174,0.3937569678896932,0.4743586772872092,0.13188435482309752
development-175,0.41653845306917286,0.4810425305016905,0.10241901642913658
development-176,0.34677533735544647,0.5601225329840893,0.09310212966046423
development-177,0.42076780763721117,0.4864171166206042,0.09281507574218456
development-178,0.3917285134958666,0.495427623551862,0.11284386295227139
development-179,0.3618295791503823,0.5553545026276531,0.08281591822196466
development-180,0.3872844215649309,0.5025712284369755,0.11014434999809339
development-181,0.45184629844584323,0.3187439269111482,0.22940977464300855
development-182,0.4246825426249341,0.4768263672652864,0.09849109010977945
development-183,0.4975067690630051,0.3282843204291091,0.17420891050788567
development-184,0.4130783018058858,0.47561662634949065,0.11130507184462354
development-185,0.45695946314695157,0.3923095707854257,0.1507309660676227
development-186,0.2014911162197828,0.7973529552047973,0.0011559285754199446
development-187,0.3529210880346441,0.5585682649855276,0.08851064697982838
development-188,0.5356451489318668,0.29771172787868194,0.16664312318945118
development-189,0.3666487944331982,0.5363830966431131,0.09696810892368865
development-190,0.3593292535835695,0.5612113875373825,0.07945935887904793
development-191,0.5294242068689885,0.3022827903184065,0.16829300281260495
development-192,0.33244701424758444,0.5869078789904855,0.08064510676193001
development-193,0.3420857471106064,0.5915299840313581,0.06638426885803556
development-194,0.38774697459032037,0.5153584628793095,0.09689456253037003
development-195,0.3463930937839996,0.5715733385566975,0.08203356765930288
development-196,0.4556102065005191,0.35050627448565924,0.1938835190138216
development-197,0.3586468890775163,0.550642534109669,0.0907105768128147
development-198,0.3613882229845124,0.5578114648228565,0.08080031219263108
development-199,0.38871048533173586,0.507351284522947,0.10393823014531718
development-200,0.4085779835404805,0.4478577229013622,0.14356429355815734
development-201,0.36462139030551105,0.42004087552212294,0.21533773417236612
development-202,0.41367307078812887,0.48870722865317756,0.09761970055869348
development-203,0.4450278819283414,0.44304486026192197,0.11192725780973657
development-204,0.33750343506550246,0.5866310169691579,0.07586554796533963
development-205,0.4165533865258856,0.4808897192059252,0.10255689426818917
development-206,0.446435324710889,0.43486950129208474,0.11869517399702631
development-207,0.3734781084435268,0.5175956865712426,0.10892620498523067
development-208,0.35859169232390314,0.5726822252961883,0.06872608237990856
development-209,0.5189926152592802,0.3072147916714138,0.17379259306930603
development-210,0.19089220065204113,0.7985445723315869,0.010563227016371912
development-211,0.3991004869669527,0.5066605110930299,0.09423900194001747
development-212,0.43718714519967156,0.4536326918912993,0.10918016290902917
development-213,0.3638228141194163,0.5461024405523734,0.09007474532821019
development-214,0.5332354576452732,0.30166768938401484,0.1650968529707118
development-215,0.32587037289077503,0.6063820532601824,0.06774757384904273
development-216,0.3464913749941338,0.5661089171215061,0.08739970788436001
development-217,0.43430388854675944,0.4438209897022346,0.12187512175100602
development-218,0.48058295623079267,0.4196109535237478,0.09980609024545962
development-219,0.3492879094489486,0.39640115571278794,0.2543109348382635
development-220,0.41412549160679285,0.47308179136565043,0.11279271702755675
development-221,0.31554346117866583,0.6191973320303948,0.06525920679093941
development-222,0.3831998906180899,0.5241510904270531,0.09264901895485704
development-223,0.3717538864346435,0.5428292596214854,0.08541685394387105
development-224,0.5140980809728577,0.30870523091497853,0.17719668811216363
development-225,0.689862050216684,0.29310311780027665,0.0170348319830394
development-226,0.3771401060456136,0.5497641186489024,0.07309577530548407
development-227,0.3682466168786452,0.5471503018621494,0.08460308125920536
development-228,0.44896813671531727,0.41818377779132426,0.1328480854933584
development-229,0.3917724903846619,0.5061091200040853,0.10211838961125291
development-230,0.555646895913591,0.288073933624845,0.15627917046156406
development-231,0.3887779883553955,0.4973260293094722,0.11389598233513228
development-232,0.3628128496702186,0.3922720852757048,0.24491506505407656
development-233,0.4961214756877027,0.31041391281492015,0.19346461149737706
development-234,0.3911198929492658,0.5081406936667641,0.1007394133839702
development-235,0.3334500344311008,0.5812941340234571,0.08525583154544217
development-236,0.5652438656555212,0.28295657585983286,0.15179955848464588
development-237,0.41799453364255906,0.4820402114770195,0.09996525488042149
development-238,0.3837355490483038,0.5238242914184623,0.09244015953323384
development-239,0.5347964917972111,0.3007545054115697,0.1644490027912192
development-240,0.4007616496821462,0.38352369060895475,0.21571465970889914
development-241,0.3225083887162649,0.5955445710523116,0.08194704023142343
development-242,0.5344166721377377,0.30100073312247555,0.16458259473978679
development-243,0.34698590665660495,0.5737947624138611,0.079219330929534
development-244,0.45389659835582585,0.4184792769242124,0.1276241247199617
development-245,0.407084893775631,0.4840003489959309,0.10891475722843809
development-246,0.3700430668263731,0.5380461961703731,0.09191073700325372
development-247,0.6759147414475416,0.22104853053510956,0.10303672801734873
development-248,0.44127953057654556,0.460817372745438,0.09790309667801636
development-249,0.37012833863093103,0.5307094567354251,0.09916220463364377
development-250,0.4007996301009694,0.5190656369424109,0.08013473295661966
development-251,0.3353073354374319,0.5732074503619692,0.0914852142005989
development-252,0.3382464291605653,0.43221997087465486,0.22953359996477996
development-253,0.4142536519330487,0.4819179510803306,0.10382839698662068
development-254,0.4448573581956793,0.3817118111188212,0.17343083068549944
development-255,0.349265015188638,0.41900349689023964,0.23173148792112241
development-256,0.43134911019490985,0.44668200709972794,0.12196888270536209
development-257,0.3798268444482824,0.5055519462448393,0.11462120930687827
development-258,0.3589606143502077,0.5558685607805337,0.08517082486925857
development-259,0.45821360885013707,0.4279748521969545,0.11381153895290844
development-260,0.38726905157839137,0.4926852325141075,0.12004571590750113
development-261,0.39017861481929234,0.5063163465132853,0.10350503866742225
development-262,0.5373970994947583,0.29883926278047185,0.16376363772476982
development-263,0.45661105110795985,0.4475838859888581,0.09580506290318212
development-264,0.45141877413993525,0.35393574000357847,0.19464548585648642
development-265,0.33353833933076876,0.5766239270626917,0.08983773360653954
development-266,0.25295164017721644,0.4153684256816505,0.33167993414113317
development-267,0.0013050522671549515,0.9986949477327484,9.662189228478594e-14
development-268,0.3283009423117223,0.5957897830751423,0.0759092746131353
development-269,0.38772816087363693,0.5237092730431898,0.08856256608317321
development-270,0.3595229694322952,0.5345213938928406,0.1059556366748643
development-271,0.42100897513595703,0.4685536983235228,0.11043732654052019
development-272,0.41489561809384096,0.49259433518029716,0.09251004672586169
development-273,0.4473985694979928,0.4246535578189655,0.12794787268304178
development-274,0.5290297513594582,0.30399531326717244,0.16697493537336947
development-275,0.10671232657500555,0.384029715271165,0.5092579581538296
development-276,0.3316699931368429,0.5948437227685017,0.07348628409465528
development-277,0.3814766776201988,0.49550869520969837,0.12301462717010297
development-278,0.5739508140389695,0.2782927455956953,0.1477564403653351
development-279,0.41790820372473014,0.4574319172267451,0.1246598790485248
development-280,0.4103207569125153,0.42868116953745616,0.16099807355002865
development-281,0.527905839620177,0.3043808741514975,0.16771328622832543
development-282,0.3717846394672671,0.516971098571987,0.11124426196074585
development-283,0.40209948583790206,0.5037162921540601,0.09418422200803782
development-284,0.36894447407357656,0.5433170199344235,0.08773850599200014
development-285,0.3709402028807212,0.5393985946496442,0.08966120246963451
development-286,0.4087508448463312,0.46697341352464106,0.12427574162902782
development-287,0.3995858481324541,0.4859310552296245,0.11448309663792133
development-288,0.3405005058312276,0.5678772001022582,0.09162229406651416
development-289,0.4125841736296843,0.49243526623793354,0.09498056013238204
development-290,0.4885164765081476,0.2644402872220475,0.24704323626980493
development-291,0.40754544464297576,0.5565390117084097,0.035915543648614594
development-292,0.44254197370648163,0.43504643965529716,0.12241158663822131
development-293,0.3467415960394195,0.5850113463013392,0.06824705765924131
development-294,0.4150604875680766,0.5011091642817572,0.08383034815016616
development-295,0.4172706444500239,0.4104573954610247,0.17227196008895143
development-296,0.359279842844962,0.5773095430668551,0.06341061408818292
development-297,0.43009688538919877,0.46961717181871093,0.1002859427920904
development-298,0.38909083647582543,0.4797229651424744,0.13118619838170015
development-299,0.43493550974972706,0.4531496645687591,0.11191482568151394
development-300,0.37501646768080993,0.5356089019307226,0.08937463038846727
development-301,0.42782533718713195,0.4887851556663455,0.08338950714652262
development-302,0.39992937161371334,0.5213037134340024,0.07876691495228429
development-303,0.32270324184040866,0.5972874736898605,0.08000928446973081
development-304,0.4038486707471638,0.4923274344236308,0.10382389482920529
development-305,0.2862307376141869,0.6730716514514028,0.04069761093441041
development-306,0.35150857943230895,0.5862525898063264,0.062238830761364584
development-307,0.3565963957922237,0.5651354610589763,0.07826814314880007
development-308,0.45781390139600386,0.42274111502782613,0.11944498357616999
development-309,0.34430745355258824,0.590598693620128,0.06509385282728362
development-310,0.36252120120666476,0.5293291490762219,0.1081496497171135
development-311,0.4108196591586056,0.4949835275907261,0.09419681325066821
development-312,0.3677410789075954,0.5439266624790304,0.08833225861337417
development-313,0.3793513460203866,0.5323887836461227,0.08825987033349074
development-314,0.4208647186032688,0.472931366218114,0.10620391517861721
development-315,0.769005294519726,0.2225296861217641,0.008465019358510014
development-316,0.3138463255115807,0.6231604807538661,0.0629931937345532
development-317,0.38287920789643876,0.5069046923904578,0.11021609971310357
development-318,0.4003658249060486,0.4982401310613695,0.10139404403258197
development-319,0.3901974321800222,0.5307180852707227,0.07908448254925494
development-320,0.3774354734158403,0.5691709518268593,0.05339357475730051
development-321,0.39065792836364377,0.5060899369457511,0.1032521346906052
development-322,0.5203124295647504,0.3067834007705016,0.17290416966474795
development-323,0.3999413458584284,0.5382275284598271,0.061831125681744446
development-324,0.5382486208523383,0.29821018474628064,0.16354119440138107
development-325,0.40361369970485306,0.4998499490422951,0.09653635125285182
development-326,0.3420174044662404,0.5797339560386005,0.0782486394951591
development-327,0.42584744202897457,0.4620464526813962,0.11210610528962917
development-328,0.36961401035345137,0.5402340288543035,0.09015196079224501
development-329,0.3823548739226193,0.5140270084704758,0.10361811760690481
development-330,0.3800894841644958,0.5210014952754543,0.09890902056004987
development-331,0.39805953160796276,0.49465220946514893,0.10728825892688834
development-332,0.36909505720927027,0.5412111159516738,0.08969382683905593
development-333,0.3156013444369156,0.4060018497602081,0.27839680580287635
development-334,0.29509427309994524,0.6547805850573244,0.05012514184273041
development-335,0.5438246700390701,0.2944408492212295,0.16173448073970045
development-336,0.5593568799795996,0.2860735930018261,0.15456952701857413
development-337,0.3636536696044462,0.5350707528180972,0.10127557757745655
development-338,0.43625230084439476,0.47346265941479637,0.09028503974080886
development-339,0.5460646743491119,0.29324491948424797,0.16069040616664024
development-340,0.4034272128026262,0.4774088735192822,0.11916391367809168
development-341,0.38569910205306546,0.5304767413758654,0.08382415657106912
development-342,0.43956706706952925,0.4345120253544288,0.12592090757604213
development-343,0.7220880068259378,0.26722703736526005,0.01068495580880226
development-344,0.38945859128979715,0.5362356994943757,0.07430570921582705
development-345,0.4875432931704485,0.31697327697374916,0.19548342985580255
development-346,0.39697793646206614,0.4790100151038779,0.12401204843405599
development-347,0.39829159328230856,0.5146364745707633,0.08707193214692811
development-348,0.35874018561451876,0.5340326742974771,0.10722714008800405
development-349,0.3840472368831415,0.5260578854112709,0.08989487770558764
development-350,0.366639485998093,0.5546613429570525,0.07869917104485455
development-351,0.35292839011096633,0.5697384492399173,0.07733316064911638
development-352,0.3708447721011919,0.5447179950651257,0.08443723283368232
development-353,0.3329089081031326,0.4353277257266092,0.2317633661702582
development-354,0.36389520756748883,0.550102942189709,0.08600185024280213
development-355,0.3649888581167911,0.5223870873129948,0.11262405457021413
development-356,0.3463901052686791,0.549932767015513,0.10367712771580806
development-357,0.39971148329694217,0.4872742074814968,0.11301430922156105
development-358,0.3906875268900738,0.49845450048234746,0.11085797262757861
development-359,0.33815746927504386,0.5949885717621249,0.06685395896283124
development-360,0.42987955503026953,0.4578792575514234,0.11224118741830716
development-361,0.43107782688605,0.4949101201721382,0.07401205294181173
development-362,0.35372489618787006,0.5567686670393623,0.08950643677276755
development-363,0.404504974444859,0.4712658171416161,0.12422920841352504
development-364,0.35567153565778453,0.5625172718443162,0.08181119249789931
development-365,0.43906904725244367,0.4583682958191516,0.10256265692840459
development-366,0.41236741277056616,0.48022738423332134,0.10740520299611263
development-367,0.3515471446950151,0.5623332607615621,0.08611959454342284
development-368,0.3869809818773441,0.5248979561916752,0.08812106193098068
development-369,0.40441269895097315,0.4798552586170274,0.11573204243199953
development-370,0.43707610004717246,0.4469743137865563,0.1159495861662711
development-371,0.5465160201902487,0.22925644196394773,0.22422753784580354
development-372,0.5176869899600529,0.30767497334513305,0.17463803669481404
development-373,0.3782829590622105,0.5196667949163633,0.10205024602142637
development-374,0.421725646951601,0.48333305508825963,0.09494129796013949
development-375,0.42533560053335256,0.45564573939206454,0.11901866007458281
development-376,0.37256899017395834,0.5284780658950733,0.09895294393096847
development-377,0.5638135476246056,0.2837190282430275,0.15246742413236694
development-378,0.3698325134644645,0.5619360710289221,0.06823141550661353
development-379,0.42436482078682175,0.48739209878516954,0.08824308042800867
development-380,0.4300815890476257,0.44382284116591014,0.12609556978646416
development-381,0.4659560566905922,0.3994434603599633,0.13460048294944457
development-382,0.3945127857687392,0.5192480935990997,0.08623912063216106
development-383,0.6913539034113911,0.2957039112157648,0.012942185372844006
development-384,0.3933533140697502,0.4809430992803067,0.125703586649943
development-385,0.3668300230543931,0.5335967462828286,0.09957323066277832
development-386,0.3827956484701925,0.3633929403240798,0.2538114112057278
development-387,0.3699540633051707,0.5296723092671978,0.10037362742763137
development-388,0.3906525715101987,0.47479052684803774,0.13455690164176345
development-389,0.43499770262143395,0.44691694335769616,0.11808535402086974
development-390,0.38321627096273453,0.5678204926340709,0.04896323640319458
development-391,0.3966966080559086,0.3840590504051623,0.21924434153892905
development-392,0.5385839347824563,0.29796247535088904,0.16345358986665479
development-393,0.38661325883049014,0.512209464353513,0.10117727681599682
development-394,0.353515857289976,0.5432708350185281,0.10321330769149593
development-395,0.32415402048731573,0.40374691457616974,0.2720990649365146
development-396,0.25999386074963887,0.4148426231646757,0.32516351608568544
development-397,0.29882138881433656,0.6363625809536411,0.06481603023202236
development-398,0.37584432065952206,0.5198437096922953,0.10431196964818261
development-399,0.3879092183878967,0.5184782642858856,0.09361251732621763
development-400,0.3812482493967639,0.518196093605752,0.10055565699748402
development-401,0.3827568494453457,0.5299371424063551,0.08730600814829909
development-402,0.5825312812230068,0.3791100929988418,0.03835862577815143
development-403,0.3955714381169805,0.4917698670432829,0.11265869483973671
development-404,0.8348769554751971,0.1602577001870308,0.0048653443377720176
development-405,0.29032754707585845,0.654192562533888,0.055479890390253514
development-406,0.4412914832214877,0.4231016265664391,0.13560689021207314
development-407,0.4268336093139475,0.43986488149801456,0.13330150918803807
development-408,0.29623519350355365,0.6465580133781139,0.057206793118332544
development-409,0.42749621954328326,0.48134096875410237,0.09116281170261431
development-410,0.6879031509717468,0.29518264819864665,0.016914200829606527
development-411,0.7668538553198329,0.21317854804972192,0.01996759663044525
development-412,0.44511001916724496,0.45036799278376893,0.1045219880489862
development-413,0.3835897992664744,0.5235018322013635,0.09290836853216218
development-414,0.5579598503226146,0.28682172724211835,0.155218422435267
development-415,0.3850401616700549,0.5316300715553947,0.08332976677455038
development-416,0.3427983847222984,0.5638054618732374,0.09339615340446424
development-417,0.8107551219286996,0.18263903603826312,0.006605842033037423
development-418,0.5467415292455993,0.2928830771669072,0.1603753935874935
development-419,0.39747555636732246,0.5029413207955469,0.09958312283713067
development-420,0.42367902253332906,0.4798718873925786,0.09644909007409239
development-421,0.43820056203423835,0.4320782866844111,0.12972115128135053
development-422,0.405752192582353,0.4857109413999991,0.10853686601764789
development-423,0.3747729441610936,0.5462579531297636,0.07896910270914298
development-424,0.5500704305127524,0.2911050733227814,0.15882449616446623
development-425,0.39163654522771874,0.5144777582620009,0.09388569651028027
development-426,0.37632946300999404,0.5353892347619961,0.08828130222800987
development-427,0.34663992371556757,0.5648058273795153,0.08855424890491705
development-428,0.410017791564927,0.49913848608822214,0.09084372234685076
development-429,0.48870353503386865,0.3369780627304948,0.1743184022356366
development-430,0.3695919708892998,0.38385674115916835,0.24655128795153194
development-431,0.6038151098808271,0.2620382438691138,0.13414664625005915
development-432,0.35390834137630517,0.5497960488763813,0.09629560974731337
development-433,0.3727499648750301,0.5701297762709364,0.0571202588540335
development-434,0.36728894905507176,0.5556953460014883,0.07701570494343986
development-435,0.4221412654331168,0.48910622588388514,0.08875250868299807
development-436,0.34686185729688546,0.6086833004691568,0.04445484223395779
development-437,0.38675267552122533,0.515002674435057,0.09824465004371773
development-438,0.30469305821989984,0.641618249669147,0.053688692110953104
development-439,0.39400156617233406,0.5155204094953305,0.09047802433233543
development-440,0.4137064793534627,0.4366686376876832,0.14962488295885398
development-441,0.6067709599608762,0.2541915963149451,0.1390374437241788
development-442,0.44489741239023783,0.3599618463708005,0.1951407412389617
development-443,0.43147871093739654,0.45372625344245204,0.11479503562015142
development-444,0.4200789374599941,0.4192381018729682,0.16068296066703763
development-445,0.4391196644867524,0.4543695777012538,0.10651075781199379
development-446,0.37276275327273095,0.5436388718349826,0.08359837489228644
development-447,0.3763890080292717,0.5486129816731589,0.07499801029756933
development-448,0.3998106063120465,0.49364052323031654,0.10654887045763686
development-449,0.5351959992091563,0.300451201670908,0.16435279911993583
development-450,0.37451335192396046,0.5102721807014325,0.11521446737460692
development-451,0.3415269088173324,0.5635039427734667,0.09496914840920105
development-452,0.7357185999314271,0.2574128491637056,0.006868550904867423
