Pronoun-offset,A-offset,B-offset,offsetPronoun-A,offsetPronoun-B,pre_predict-A,pre_predict-B,pre_predict-N,tar_predict-A,tar_predict-B,tar_predict-N,PronounType,GenderBin,CountNounA,CountNounB,Pronoun_binary,IsFinalPro,IsInitialPro
340,275,297,-65,-43,0.335204363323634,0.5535404369003484,0.11125519977601736,0.5292781959124923,0.35393460415114436,0.1167871999363631,1,0,1,1,2,1,0
250,219,235,-31,-15,0.37001791709350607,0.5202649415331286,0.10971714137336505,0.3746935119587076,0.5079243984504724,0.11738208959082001,1,1,3,1,4,1,0
295,192,219,-103,-76,0.4998291437009263,0.38559470312248906,0.11457615317658454,0.4592640348236641,0.43518540361038927,0.10555056156594649,0,1,1,2,1,1,0
384,334,365,-50,-19,0.41954148598429264,0.46420805216699823,0.11625046184870882,0.3511082212828906,0.526457587269726,0.12243419144738323,1,0,3,1,3,1,0
330,181,235,-149,-95,0.4469484485900305,0.4397874083540887,0.1132641430558809,0.38986702571506443,0.502653672160977,0.10747930212395856,1,0,1,1,2,1,0
335,281,296,-54,-39,0.46601424497341626,0.4194476332273792,0.11453812179920464,0.47143436568956004,0.41356358283897227,0.11500205147146766,1,0,2,1,3,1,0
476,330,381,-146,-95,0.4189311271094742,0.46608703689859665,0.11498183599192896,0.292525455962782,0.5808675076279249,0.1266070364092929,1,0,2,4,2,1,0
234,113,150,-121,-84,0.42660891399255824,0.4568730845808778,0.11651800142656377,0.44954400362414887,0.42309229256386915,0.12736370381198203,0,0,1,2,0,1,0
304,317,338,13,34,0.47042477422517337,0.4197053760066607,0.10986984976816624,0.5364911667548741,0.346128329728695,0.11738050351643083,1,0,2,1,2,0,1
430,296,386,-134,-44,0.4067049735364065,0.48298914503262413,0.11030588143096946,0.461450343115802,0.4186812216426319,0.11986843524156639,1,0,3,1,2,1,0
447,273,301,-174,-146,0.4072207785563388,0.4838037662774558,0.10897545516620534,0.40228294823159017,0.4710785932217821,0.126638458546628,1,1,1,3,4,1,0
329,210,266,-119,-63,0.4362818009304169,0.4495884336952718,0.11412976537431123,0.36213102421711324,0.515431412732302,0.12243756305058441,1,1,1,1,4,1,0
299,92,266,-207,-33,0.4440684264739493,0.4424440589967253,0.11348751452932532,0.4696384444406702,0.4160274145497599,0.11433414100956978,1,0,1,1,2,1,0
280,238,263,-42,-17,0.42155269559195246,0.46624900868036834,0.11219829572767896,0.33521976818507804,0.525519028349723,0.1392612034651988,1,1,1,4,4,1,0
194,204,223,10,29,0.48769888194358,0.3941454743484989,0.11815564370792121,0.4499056818033673,0.4193303451383269,0.130763973058306,1,0,2,1,2,0,1
250,153,189,-97,-61,0.41724293179941724,0.4707297635342104,0.11202730466637251,0.40755036209140816,0.4661682812945716,0.1262813566140203,1,0,1,1,3,1,0
294,241,258,-53,-36,0.45158400230352086,0.43456786876232983,0.11384812893414938,0.4495145657126036,0.44252616739950196,0.10795926688789445,1,0,2,1,2,1,0
375,248,283,-127,-92,0.38241608419668954,0.5084910193739256,0.109092896429385,0.5101575239260292,0.3856447127379669,0.10419776333600404,0,0,1,2,0,1,0
440,229,301,-211,-139,0.4128519323320565,0.47371207434093443,0.11343599332700888,0.4164128315537427,0.4575996787752577,0.12598748967099957,1,1,1,1,4,1,0
466,345,383,-121,-83,0.4186416416189243,0.47249490001035604,0.10886345837071999,0.3921282727528964,0.5055330747022377,0.10233865254486571,0,1,1,4,1,1,0
375,238,306,-137,-69,0.4665678457465737,0.41824849402612485,0.11518366022730141,0.4215770415780269,0.45464378853008447,0.12377916989188896,0,1,1,2,1,1,0
346,206,325,-140,-21,0.42274243812621604,0.46658630517691335,0.1106712566968707,0.31079708365612196,0.5449276235364849,0.144275292807393,0,0,1,2,0,1,0
477,340,460,-137,-17,0.47279050724750604,0.40889884434226526,0.11831064841022876,0.4613982184019715,0.4277540598976261,0.11084772170040211,1,0,3,1,2,1,0
292,227,237,-65,-55,0.4000762538128154,0.482712668848342,0.11721107733884291,0.379239349357956,0.4933608891298954,0.12739976151214882,0,0,1,1,0,1,0
315,246,301,-69,-14,0.42165842318595886,0.462408607812451,0.11593296900159002,0.4611099679033455,0.4180937704072595,0.12079626168939493,1,1,2,1,4,1,0
306,209,295,-97,-11,0.444638653480208,0.4408088698731643,0.1145524766466276,0.3136883402211165,0.5914838338599623,0.09482782591892126,0,0,2,1,0,1,0
283,161,264,-122,-19,0.4820626421536107,0.4026635157473073,0.1152738420990819,0.3459380026472923,0.5464105056328161,0.10765149171989118,0,0,1,1,0,1,0
285,194,218,-91,-67,0.4946629113571393,0.3951891122216787,0.11014797642118207,0.4258619591792415,0.4514946050283917,0.12264343579236674,0,0,1,3,0,1,0
491,312,345,-179,-146,0.4691198272605788,0.4075186129325818,0.1233615598068397,0.4581764945191378,0.38809802471359434,0.15372548076726797,0,0,1,1,0,1,0
337,348,355,11,18,0.411390975532716,0.4766631085034574,0.11194591596382658,0.4431863541543705,0.4287493277425939,0.12806431810303562,1,1,2,2,4,0,1
450,361,396,-89,-54,0.398763760537352,0.487150532195891,0.1140857072667571,0.18795989171433963,0.6612949395726129,0.15074516871304733,0,1,1,1,1,1,0
312,245,261,-67,-51,0.5113288355150535,0.3767511114895139,0.11192005299543248,0.4961425421927464,0.4152655601490871,0.0885918976581664,0,1,2,1,1,1,0
301,335,441,34,140,0.4429049864686821,0.44172893720393,0.11536607632738817,0.410542639527744,0.47305840214400363,0.11639895832825263,1,1,1,1,4,0,1
270,154,260,-116,-10,0.44931764594281415,0.4372887467282929,0.11339360732889317,0.4730726686489413,0.4277185658137317,0.09920876553732694,0,1,1,1,1,1,0
320,259,284,-61,-36,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,1,1,1,4,1,0
239,138,199,-101,-40,0.5012596361625742,0.38220218599694034,0.11653817784048555,0.45922346734449565,0.41831078287546,0.1224657497800445,0,1,1,1,1,1,0
361,51,80,-310,-281,0.47804586951439043,0.40606343609342377,0.11589069439218613,0.580619316874293,0.32449158269612316,0.09488910042958386,1,0,1,1,2,1,0
269,245,255,-24,-14,0.4519336562260128,0.43393802771150575,0.11412831606248146,0.47781169019352326,0.4026866376879221,0.11950167211855453,1,0,1,2,2,1,0
284,247,270,-37,-14,0.4483806255103791,0.4391173654336757,0.11250200905594517,0.33102519208850156,0.5681444559308497,0.1008303519806486,1,1,1,3,4,1,0
166,189,221,23,55,0.44406827368638596,0.441538962904849,0.11439276340876468,0.4253218335504857,0.4644253013810955,0.11025286506841893,1,1,1,2,4,0,1
392,104,280,-288,-112,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,0,1,1,2,1,0
347,188,243,-159,-104,0.5019114463283574,0.3843456105559834,0.11374294311565931,0.42246744719250856,0.4609097895518386,0.11662276325565277,1,0,1,2,2,1,0
267,104,194,-163,-73,0.4517891279224943,0.4337581818050109,0.11445269027249494,0.4908129388197602,0.39564338750309064,0.11354367367714908,1,0,1,1,2,1,0
287,183,331,-104,44,0.49976046474305896,0.385170204303048,0.11506933095389332,0.3920743204241949,0.4957100295349849,0.11221565004082037,1,1,1,1,4,0,0
313,159,195,-154,-118,0.4325978054557947,0.4562124686705556,0.11118972587364966,0.4252970132220479,0.4402187770288556,0.1344842097490965,1,1,3,1,4,1,0
273,194,248,-79,-25,0.3996538600734431,0.48809272074591986,0.11225341918063697,0.4157533335862504,0.4855125475834319,0.09873411883031745,0,0,2,4,0,1,0
353,168,405,-185,52,0.40458723731750934,0.47866494658911074,0.11674781609337977,0.4099401019690123,0.4569961993304705,0.13306369870051715,0,0,2,1,0,0,0
389,305,365,-84,-24,0.45986047967278537,0.427940717501177,0.11219880282603727,0.43178150647578395,0.4480421734167994,0.12017632010741679,0,0,1,1,0,1,0
354,312,341,-42,-13,0.48831885981404133,0.39600013823538677,0.11568100195057208,0.5388028299107042,0.33159859166210065,0.12959857842719522,0,1,1,1,1,1,0
443,384,430,-59,-13,0.44093025772107797,0.44224928139274655,0.11682046088617533,0.4804989598522233,0.40046777113626475,0.11903326901151214,0,0,1,3,0,1,0
339,176,234,-163,-105,0.5227702340527316,0.358206904368477,0.11902286157879093,0.4523841436010296,0.4116459106651129,0.1359699457338575,1,1,1,2,4,1,0
246,152,180,-94,-66,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,0,1,1,2,1,1,0
276,129,248,-147,-28,0.4775725137059471,0.40671925563744754,0.11570823065660531,0.46384776688217627,0.40714094257987243,0.1290112905379514,1,0,1,1,2,1,0
269,187,234,-82,-35,0.45360734419858373,0.4306368758167845,0.11575577998463157,0.4062246886593637,0.4567447078661925,0.13703060347444407,1,1,1,4,4,1,0
293,304,394,11,101,0.3932538587420961,0.4935172408536842,0.11322890040421986,0.3155956174335974,0.5531136600981656,0.13129072246823753,1,0,4,1,2,0,1
300,212,267,-88,-33,0.42396288356528483,0.4621434045346373,0.11389371190007803,0.4218812060096732,0.4552593610375215,0.12285943295280512,1,1,1,1,4,1,0
313,181,215,-132,-98,0.43054646938365704,0.4585660104640442,0.1108875201522987,0.30858291254747844,0.5808791832536633,0.1105379041988583,0,1,1,1,1,1,0
306,225,268,-81,-38,0.46127956308211115,0.4273316535804518,0.11138878333743711,0.46367296916369066,0.43593108085028454,0.10039594998602457,1,0,2,3,2,1,0
315,29,110,-286,-205,0.4506384957086483,0.434807746918255,0.1145537573730967,0.45137306250029824,0.4140517044366611,0.1345752330630404,0,1,1,1,1,1,0
377,279,318,-98,-59,0.4849651003253027,0.39949440064573777,0.11554049902895962,0.5223807668655259,0.36698494045650604,0.110634292677968,1,0,3,7,2,1,0
275,302,449,27,174,0.5106178758164592,0.36914782054975787,0.12023430363378335,0.5253719784216695,0.36710740440606043,0.10752061717227028,1,0,1,1,2,0,1
363,290,330,-73,-33,0.4291846056421309,0.45832838650899366,0.1124870078488752,0.3480654493046431,0.5183893517910325,0.13354519890432423,1,0,3,1,2,1,0
257,139,242,-118,-15,0.4464082311417641,0.43831243471148457,0.11527933414675118,0.3557000373339528,0.5223626377254793,0.12193732494056773,0,0,1,1,0,1,0
359,228,261,-131,-98,0.43526838049972955,0.4527157106513971,0.1120159088488732,0.46388828338493393,0.4232925874677346,0.11281912914733126,1,0,1,1,3,1,0
355,251,321,-104,-34,0.4313353054542455,0.45370805961181043,0.11495663493394401,0.4875991421881559,0.3885552257439647,0.12384563206787923,1,1,1,1,4,1,0
412,296,351,-116,-61,0.4115451565393112,0.47458429580253436,0.11387054765815435,0.4146138579458699,0.4738276039802521,0.11155853807387779,1,0,2,1,2,1,0
312,341,354,29,42,0.4575961877151163,0.4291205138584021,0.11328329842648147,0.45882280083111665,0.4306286605332045,0.11054853863567886,1,0,3,3,2,0,1
252,169,538,-83,286,0.4999668266289796,0.38224680543274736,0.11778636793827282,0.5347097099955641,0.3628570213718495,0.1024332686325866,1,1,1,1,4,0,0
339,285,299,-54,-40,0.3815876436010943,0.5069910764054545,0.11142127999345118,0.33892291217466075,0.5159679161580574,0.14510917166728193,1,0,2,1,2,1,0
276,232,258,-44,-18,0.4477999404521585,0.4364362525763013,0.11576380697154003,0.45634590164395955,0.43871163149855796,0.10494246685748214,0,1,2,1,1,1,0
316,220,270,-96,-46,0.45454583028277556,0.42933533157256165,0.11611883814466281,0.5059367110713674,0.36445893490139847,0.1296043540272342,1,0,1,1,2,1,0
278,240,267,-38,-11,0.4712798878576589,0.414534230927746,0.1141858812145951,0.42593827554449576,0.4665979454681164,0.10746377898738795,1,1,2,1,4,1,0
385,405,439,20,54,0.4433283179716464,0.4431274249455027,0.11354425708285099,0.4431216498467486,0.44563637059993594,0.11124197955331554,1,0,1,1,2,0,1
302,185,192,-117,-110,0.40682102076836657,0.47881827489900586,0.11436070433262775,0.46097936272912515,0.424064395917989,0.11495624135288583,0,0,1,2,0,1,0
261,231,253,-30,-8,0.36850750280924915,0.5235284176643646,0.10796407952638622,0.3482269093341648,0.5426471038422294,0.10912598682360569,0,0,2,4,0,1,0
283,296,323,13,40,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,0,1,1,2,0,1
360,313,337,-47,-23,0.47724927155000596,0.4094578948174562,0.11329283363253762,0.39499526565475523,0.4864952766868025,0.11850945765844229,1,1,2,3,4,1,0
329,179,248,-150,-81,0.43272555283485536,0.45434000441812517,0.11293444274701969,0.5082277121284541,0.3807455136199744,0.11102677425157124,1,0,1,1,2,1,0
598,511,554,-87,-44,0.4412461523052445,0.44943581777383873,0.10931802992091674,0.49040088856657255,0.4069650293522921,0.1026340820811352,0,1,1,1,1,1,0
323,117,177,-206,-146,0.4248904571354078,0.4573160065001499,0.11779353636444201,0.3748339456437201,0.5184070538033393,0.10675900055294099,1,1,1,1,4,1,0
367,174,349,-193,-18,0.5291977628039327,0.3537339973960529,0.1170682398000141,0.447496923590221,0.4089003821532783,0.1436026942565006,0,1,2,1,1,1,0
379,364,518,-15,139,0.47402593585560837,0.4128659206131104,0.11310814353128112,0.38585454128522917,0.4958222999682902,0.11832315874648075,1,0,3,3,2,0,0
300,165,268,-135,-32,0.40981337239665666,0.47937682186251723,0.11080980574082637,0.4929083720605834,0.3909467665686653,0.1161448613707514,0,0,1,3,0,1,0
357,403,448,46,91,0.4063222071323209,0.4795926948473283,0.11408509802035066,0.4254790195003659,0.4632968376483453,0.11122414285128904,1,0,1,3,2,0,1
428,240,290,-188,-138,0.4542693457586454,0.4294890503039707,0.11624160393738382,0.36042583763839825,0.513868094170728,0.12570606819087374,0,0,1,1,0,1,0
292,257,277,-35,-15,0.4834665315528602,0.3984674709552979,0.11806599749184181,0.45252110820978175,0.4465582422107948,0.10092064957942352,1,0,2,2,3,1,0
360,254,336,-106,-24,0.42547134857749497,0.4555631729487607,0.11896547847374421,0.41541843266950057,0.4415810963044075,0.1430004710260918,0,0,1,1,0,1,0
459,214,381,-245,-78,0.4572045947497198,0.4308240649403058,0.11197134030997438,0.47569475890854407,0.40433910389972144,0.11996613719173438,0,1,1,1,1,1,0
347,0,141,-347,-206,0.46463154025495407,0.42043297238161637,0.11493548736342951,0.4552012168622035,0.4352997424120618,0.1094990407257345,1,0,1,1,2,1,0
263,224,300,-39,37,0.46987012712512494,0.41274567257773315,0.11738420029714199,0.39732534886379656,0.47466888336424945,0.12800576777195405,1,0,1,2,2,0,0
240,249,319,9,79,0.47311581571771677,0.41204563990740645,0.11483854437487681,0.42973469682788784,0.43511260159566095,0.13515270157645118,1,0,1,1,2,0,1
254,183,226,-71,-28,0.42684485275875583,0.46212280663770083,0.11103234060354329,0.4618097649563292,0.4258608934689716,0.11232934157469911,1,1,1,1,4,1,0
305,215,236,-90,-69,0.435360371721178,0.45383312238002527,0.11080650589879701,0.46122064567259585,0.4204778265306163,0.1183015277967878,0,1,2,2,1,1,0
241,158,209,-83,-32,0.4717682779704301,0.4179007923401741,0.11033092968939602,0.505704962601241,0.37551255535692557,0.11878248204183325,1,1,4,1,4,1,0
263,196,239,-67,-24,0.4642137836074841,0.4180948952004354,0.11769132119208028,0.4693312128152981,0.4089394996053151,0.1217292875793866,1,1,2,2,4,1,0
288,217,249,-71,-39,0.44329945265805787,0.443881642299896,0.11281890504204586,0.4988064725351561,0.3862756163893044,0.11491791107553963,0,1,2,1,1,1,0
291,172,231,-119,-60,0.406946621622473,0.4805157899844669,0.11253758839305983,0.4317541391666674,0.453266693696853,0.11497916713647964,1,0,1,1,2,1,0
79,0,36,-79,-43,0.4393694771675084,0.4479334482577298,0.11269707457476173,0.4606359825506559,0.42310655202364644,0.1162574654256977,0,1,1,1,1,1,0
94,0,239,-94,145,0.43852365786326347,0.4465455614023875,0.1149307807343489,0.42330735665597746,0.45003553247317796,0.12665711087084466,1,0,1,1,2,0,0
280,184,205,-96,-75,0.46663778179705956,0.419465652535294,0.11389656566764632,0.49996032873335544,0.3935365519179952,0.1065031193486493,1,1,2,3,4,1,0
335,264,359,-71,24,0.42896017615345644,0.460190264823534,0.11084955902300968,0.45098769965611646,0.42968029883277936,0.11933200151110382,1,0,1,2,2,0,0
334,250,264,-84,-70,0.42299232629741446,0.46293476554452073,0.11407290815806466,0.36231238211130967,0.5167186447125646,0.12096897317612562,1,1,2,1,4,1,0
341,290,302,-51,-39,0.4359768527471838,0.4485615278170847,0.11546161943573141,0.3799911803388723,0.4913161112426446,0.128692708418483,1,1,3,4,4,1,0
284,188,267,-96,-17,0.4398433830740924,0.44824097483638714,0.11191564208952064,0.5053062275465915,0.38453497885934207,0.11015879359406644,1,0,1,1,3,1,0
328,285,307,-43,-21,0.4403862685314523,0.44846266588226663,0.11115106558628121,0.5097906723175158,0.37998294963560164,0.11022637804688262,0,1,1,2,1,1,0
360,402,432,42,72,0.38510541854525393,0.5004259431048965,0.11446863834984947,0.3366336785374483,0.5643231394885067,0.09904318197404502,0,0,1,4,0,0,1
329,350,368,21,39,0.5043335179277116,0.38073554797050474,0.1149309341017836,0.45079480378792963,0.43990789488216936,0.10929730132990101,1,0,4,1,2,0,1
394,224,406,-170,12,0.4999339199491449,0.3820130791580631,0.11805300089279189,0.38752246580006194,0.5056993186595122,0.10677821554042567,1,0,1,1,2,0,0
357,406,467,49,110,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,0,1,1,2,0,1
457,435,442,-22,-15,0.4034759283237041,0.47965431081490234,0.11686976086139353,0.29229021172823727,0.5688412570674017,0.13886853120436116,0,1,2,2,1,1,0
383,320,369,-63,-14,0.43665782025806826,0.44805593891702056,0.11528624082491128,0.2693963661414489,0.5766823071253496,0.15392132673320139,0,0,4,2,0,1,0
300,192,255,-108,-45,0.4448655107951442,0.43870935591791105,0.11642513328694462,0.42023982066868765,0.46051967549293893,0.11924050383837319,0,0,1,1,0,1,0
446,324,349,-122,-97,0.46575970766373564,0.41454243517212036,0.11969785716414451,0.3803533134416495,0.48769427710670643,0.13195240945164405,1,0,1,2,2,1,0
406,219,305,-187,-101,0.46107825837112637,0.42348244512076894,0.11543929650810483,0.29424351150837746,0.5634602168248337,0.14229627166678863,1,0,1,3,2,1,0
249,185,201,-64,-48,0.475700127427968,0.4104075586978624,0.11389231387416981,0.36338381462680874,0.5271331835727052,0.109483001800486,1,0,2,1,2,1,0
261,129,251,-132,-10,0.4466370819456525,0.44056272550059655,0.11280019255375091,0.5147932936140588,0.3830992274986755,0.10210747888726582,1,1,1,1,4,1,0
285,216,234,-69,-51,0.44400547801956175,0.44441668883078644,0.11157783314965183,0.4900472082829351,0.4091812713788895,0.10077152033817544,0,0,1,1,0,1,0
363,259,322,-104,-41,0.49516145290826724,0.3847108887148562,0.12012765837687661,0.31759924125442374,0.5560206146275312,0.12638014411804505,0,0,1,2,0,1,0
230,242,266,12,36,0.3871482268178647,0.5000793704260647,0.11277240275607066,0.4653218264233174,0.42760985601252416,0.10706831756415848,1,0,1,3,2,0,1
274,186,237,-88,-37,0.47548285450568273,0.41286188901582443,0.11165525647849288,0.39185116527774366,0.4910330158119174,0.1171158189103389,0,0,2,1,0,1,0
287,196,250,-91,-37,0.577782525528648,0.3086959243742734,0.11352155009707861,0.4476678475976718,0.40054665447750093,0.1517854979248272,0,1,1,1,1,1,0
170,215,229,45,59,0.4814051753730217,0.40291054102457935,0.11568428360239895,0.531959646883513,0.3452586905994473,0.12278166251704004,0,0,1,2,0,0,1
323,354,449,31,126,0.4917329223031576,0.3953457235683915,0.11292135412845097,0.3958447973920296,0.510356104167845,0.09379909844012536,1,0,3,1,2,0,1
296,183,261,-113,-35,0.4469073668745478,0.43642947723556574,0.1166631558898864,0.4313132663412424,0.44431936497529506,0.12436736868346263,1,1,1,1,4,1,0
422,307,388,-115,-34,0.4666865370513575,0.4138518310179139,0.11946163193072859,0.29760534566080415,0.5778009544963157,0.12459369984288018,1,0,2,2,2,1,0
357,322,339,-35,-18,0.45051488165442094,0.4357972523979284,0.1136878659476506,0.33747042503605157,0.5571118228323781,0.10541775213157016,0,1,1,3,1,1,0
331,248,280,-83,-51,0.4701167204318013,0.4168302693753606,0.11305301019283827,0.27984894744088284,0.5680883714436171,0.1520626811155003,1,1,3,1,4,1,0
396,409,429,13,33,0.42956661438598126,0.455507848084818,0.11492553752920091,0.20682698453384335,0.6779829354513471,0.11519008001480924,0,1,4,4,1,0,1
315,342,366,27,51,0.42495105362574076,0.4649160612230103,0.11013288515124851,0.3443097202277612,0.5343680564984833,0.12132222327375536,1,1,4,1,4,0,1
140,9,128,-131,-12,0.46501875992271274,0.4252248230183036,0.10975641705898342,0.40429615853418127,0.47233386218033424,0.12336997928548415,0,1,1,6,1,1,0
335,268,290,-67,-45,0.3873901724807329,0.48829636152076555,0.12431346599850182,0.2436624585451058,0.608366335950779,0.1479712055041154,1,1,3,1,4,1,0
304,251,339,-53,35,0.3706857830261746,0.5169163385987826,0.11239787837504306,0.33080270543452306,0.5303580237424945,0.1388392708229828,0,0,3,1,0,0,0
430,501,526,71,96,0.4570979797662779,0.42989243116821035,0.11300958906551176,0.44606302164977074,0.42512082930718476,0.12881614904304467,1,1,3,1,4,0,1
394,298,359,-96,-35,0.4320697722855704,0.4552210354729156,0.1127091922415138,0.44197106014854737,0.4388774668001374,0.11915147305131527,1,0,1,2,3,1,0
271,225,262,-46,-9,0.45870199750442286,0.42542571233091275,0.11587229016466448,0.46102064465106257,0.4081349025348588,0.13084445281407853,0,1,1,5,1,1,0
418,318,401,-100,-17,0.44626675312616826,0.43993580322897474,0.11379744364485729,0.45958703559824793,0.41237009981161593,0.12804286459013617,0,0,1,3,0,1,0
285,24,247,-261,-38,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,0,1,1,2,1,0
421,206,276,-215,-145,0.5238548199645926,0.36392067951201584,0.11222450052339153,0.2630096589711982,0.6279808390421057,0.10900950198669625,1,0,2,1,2,1,0
268,158,246,-110,-22,0.47791875172529596,0.41301989167741515,0.10906135659728888,0.3938598235773446,0.48401064990841525,0.12212952651424014,1,1,1,2,4,1,0
333,379,491,46,158,0.457315195035016,0.4246433225823243,0.11804148238265962,0.41826005876520606,0.46109820908507876,0.12064173214971494,1,0,1,1,2,0,1
245,224,230,-21,-15,0.47418848778584277,0.410139369319078,0.11567214289507949,0.4667271062647974,0.40538211113166567,0.12789078260353667,1,1,2,3,4,1,0
271,143,152,-128,-119,0.40210927689849363,0.4840233965336082,0.11386732656789805,0.46852703850037236,0.4222012256792365,0.10927173582039125,1,1,4,1,4,1,0
282,316,395,34,113,0.4383509534394952,0.44784189361535226,0.11380715294515234,0.4259881708202685,0.4359554352581467,0.1380563939215847,0,0,1,1,0,0,1
508,497,524,-11,16,0.5536340340956777,0.3293859551070522,0.11698001079726997,0.2931551410224323,0.5538190378216483,0.15302582115591934,1,0,1,4,2,0,0
545,347,532,-198,-13,0.2776200379930768,0.6112992657661914,0.11108069624073152,0.38795249049180835,0.5087624221516622,0.10328508735652944,0,0,2,1,0,1,0
332,243,284,-89,-48,0.48974715721999884,0.39642879561569266,0.11382404716430877,0.39475824439324003,0.45458885758064327,0.15065289802611667,1,0,1,1,2,1,0
303,137,282,-166,-21,0.4758587544170469,0.4107066641342435,0.11343458144870944,0.38431049676902834,0.5074674533864414,0.1082220498445302,0,1,1,1,1,1,0
275,167,216,-108,-59,0.4700760987434572,0.4175718328000451,0.11235206845649776,0.3249352346065287,0.5534871133186876,0.12157765207478377,0,1,1,1,1,1,0
182,220,266,38,84,0.5095815982010198,0.3774762679225007,0.11294213387647956,0.4537787756084684,0.43326708370778283,0.11295414068374864,1,0,1,2,2,0,1
355,277,334,-78,-21,0.5334491639000349,0.3530491785312489,0.11350165756871632,0.5594903452637426,0.33716750247491345,0.1033421522613437,0,0,1,1,0,1,0
415,256,363,-159,-52,0.460588101526264,0.4199322025566096,0.11947969591712614,0.4782856384647961,0.4157993000996443,0.1059150614355596,1,0,1,1,2,1,0
394,439,465,45,71,0.5236373181632336,0.36073725486688674,0.11562542696987936,0.369675233349911,0.504215670079726,0.1261090965703631,1,1,1,3,4,0,1
430,320,408,-110,-22,0.4447960869387069,0.44200887108444425,0.11319504197684871,0.5046185379764574,0.38497618019578195,0.1104052818277609,1,0,1,1,2,1,0
327,212,280,-115,-47,0.43417556051032197,0.4515994730930327,0.11422496639664526,0.39065667159476636,0.4847933499531408,0.1245499784520931,0,0,2,1,0,1,0
359,189,210,-170,-149,0.5051881650404091,0.37842157683594596,0.11639025812364494,0.45947646651451574,0.4324556757087348,0.10806785777674943,1,0,1,3,2,1,0
284,255,269,-29,-15,0.4028086272203551,0.4875926437576964,0.10959872902194838,0.45973355286435313,0.42495088700213995,0.11531556013350701,1,0,2,2,2,1,0
327,263,315,-64,-12,0.4856821090620561,0.4027727792413217,0.11154511169662196,0.4020677627191332,0.4632197109535844,0.13471252632728237,1,0,2,1,2,1,0
291,221,286,-70,-5,0.4850862476084908,0.39793768636266874,0.1169760660288406,0.3490245710118495,0.5421812432515634,0.10879418573658693,0,0,1,1,0,1,0
332,227,382,-105,50,0.4285913608688587,0.4599270838903418,0.1114815552407991,0.37082991511999014,0.48298628213871053,0.14618380274129916,0,0,4,1,0,0,0
374,295,313,-79,-61,0.5458576614803261,0.3386732545759483,0.11546908394372539,0.4125303917343571,0.47684591777185553,0.11062369049378716,0,0,2,1,0,1,0
